Geneid	data/sorted.bam
YPR048W	765
YPR102C	9940
YPL036W	224
YPR015C	32
YPR133W-A	892
YPL146C	1160
YPR107C	235
YPL035C	65
YPL082C	1296
YPR064W	7
YPL216W	462
YPL152W	212
YPL230W	97
YPL159C	267
YPR183W	1221
YPL204W	1372
YPL109C	219
YPL249C	506
YPR154W	353
YPR026W	309
YPR076W	2
YPR170W-B	69
YPR016C	2176
YPL060W	140
YPR029C	1321
YPR002C-A	32
YPL106C	9287
YPR085C	334
YPL008W	542
YPR152C	220
YPL212C	1267
YPL119C	89
YPL078C	4039
YPL195W	1534
YPL025C	14
YPR060C	566
YPL199C	518
YPL228W	567
YPL018W	153
YPL259C	628
YPR150W	4
YPL072W	208
YPL130W	3
YPR179C	406
YPR096C	18
YPL028W	2378
YPL174C	306
YPR031W	340
YPL257W-A	0
YPR158W-A	0
YPL257W-B	7
YPR158C-D	368
YPR137C-A	0
YPR137C-B	198
YPR158W-B	168
YPL060C-A	0
YPR158C-C	0
YMR172W	294
YMR027W	1162
YML089C	9
YMR290C	1843
YMR139W	485
YMR191W	592
YMR244C-A	14
YMR091C	1054
YMR173W-A	18
YMR180C	268
YML020W	408
YML088W	951
YML077W	365
YML125C	2055
YMR318C	3437
YMR115W	512
YMR266W	2716
YML057W	755
YML055W	542
YMR105C	418
YMR268C	191
YML133W-B	0
YML090W	36
YML101C	139
YMR012W	5219
tY(GUA)M2	0
YMR202W	4217
YMR083W	5773
snR76	35
YMR017W	24
YML085C	2948
YML013W	448
YMR224C	315
YMR059W	74
YMR072W	1327
YMR304W	778
YML087C	204
YMR195W	187
YMR240C	445
YMR308C	3029
YML001W	1256
YML114C	455
YMR319C	769
YML075C	4010
YMR075W	411
YML129C	363
YML073C	9405
YMR149W	1463
YMR233W	214
YMR048W	236
YML030W	630
YMR118C	122
YMR260C	3303
YMR135W-A	4
tM(CAU)M	0
YML056C	2244
YML064C	309
YML132W	9
YML113W	362
YML058W-A	13
YMR136W	979
YML091C	2363
YMR199W	463
YMR286W	471
YMR025W	96
YMR112C	147
YML127W	1093
YML005W	331
YMR160W	381
YMR046W-A	2
YMR096W	892
YML133C	12
YMR246W	2722
YMR052C-A	2
YMR120C	16812
YMR052W	74
YML100W-A	6
YML049C	1027
YMR065W	158
YMR098C	871
YMR302C	1670
YMR075C-A	2
YML060W	350
YMR080C	1740
YMR156C	103
YMR294W	321
YMR167W	346
YMR242W-A	11
YMR079W	1380
YMR275C	746
YMR100W	602
YMR030W-A	5
YMR161W	618
YMR183C	1382
YML021C	389
YML074C	2267
YMR157C	569
YMR110C	909
YMR097C	341
YMR111C	251
YML011C	168
YMR064W	530
YML082W	581
YMR300C	6068
YMR262W	265
YMR031C	1244
YMR016C	580
YMR066W	392
YMR007W	25
YMR201C	281
YMR232W	92
YMR200W	1461
YMR297W	3103
YML026C	15206
YML023C	405
YMR143W	10069
YMR073C	255
YML069W	1695
YML050W	192
YML099W-A	2
YMR211W	380
tF(GAA)M	0
YMR283C	332
snR74	5
RNA170	13
YML078W	1329
YMR142C	10554
YMR203W	2741
YMR077C	236
YMR245W	12
YMR284W	288
YMR089C	2280
YMR134W	610
YMR290W-A	8
YMR095C	178
snR83	56
snR73	1
tH(GUG)M	0
YMR099C	1022
YMR132C	255
YML115C	1399
snR11	58
YMR086W	1018
YMR044W	900
YMR222C	189
YMR272W-A	0
YMR321C	143
YML131W	894
YML038C	760
YML122C	50
YMR036C	208
YML012W	3581
YML100W	438
YMR312W	404
YML112W	266
YML099C	584
YML123C	620
tV(AAC)M3	0
YMR141C	42
YMR324C	0
YMR207C	1153
YMR236W	713
YML034C-A	3
YMR204C	167
YMR011W	2798
YML008C	4185
YMR109W	1351
YMR004W	618
YMR158C-A	36
YMR216C	1096
YMR159C	1
YMR307C-A	0
YMR272C	1932
YMR106C	225
YML092C	1775
tV(AAC)M2	9
YML104C	838
YML058W	1891
tW(CCA)M	0
YMR148W	189
YMR168C	420
YML063W	22515
YMR008C	1371
YMR294W-A	31
YMR177W	312
YMR213W	222
YMR192W	393
YMR326C	0
YMR014W	895
YMR020W	347
snR86	441
YMR208W	1399
YML098W	546
YMR133W	127
YML028W	6413
YMR285C	654
YMR040W	81
YMR094W	182
YMR189W	4307
YML128C	512
YML022W	1541
YMR299C	438
YMR227C	581
YMR119W	429
YMR255W	458
YMR024W	1254
YML054C	976
YMR317W	328
YMR084W	45
YMR274C	252
YMR215W	1959
YMR277W	1156
YMR033W	1173
YML094C-A	2
YML041C	265
YMR305C	3319
YMR315W-A	8
YMR237W	1151
YML095C	97
YMR018W	58
YMR163C	251
YML027W	419
ZOD1	0
tD(GUC)M	0
YMR162C	975
YMR158W	416
YMR210W	602
YMR316C-A	4
YMR241W	5437
YMR205C	7253
YMR235C	2148
YMR047C	1490
YMR259C	990
YMR175W-A	5
YMR281W	283
YMR261C	1008
YMR026C	538
YML010W	2016
YMR150C	308
YMR067C	587
YMR179W	389
YMR126C	211
YML032C	771
YML018C	2488
YML081W	1196
YMR003W	261
YMR221C	1080
YMR257C	374
YML068W	264
YMR117C	200
YMR060C	396
YMR144W	463
YMR068W	214
YML097C	604
YMR182C	176
YMR295C	921
YMR181C	130
YML080W	692
YMR194C-B	48
YMR140W	347
YMR058W	3560
YMR076C	964
YMR239C	428
tG(GCC)M	0
YMR242C	7992
YMR306C-A	1
YMR193C-A	200
YMR114C	246
YMR009W	934
YMR088C	1247
YMR253C	317
YMR103C	79
YMR254C	17
YMR303C	190
YMR316W	308
YML017W	609
YMR104C	317
YMR309C	3424
YML133W-A	0
YMR155W	389
YMR313C	708
YMR028W	307
snR72	6
YMR154C	196
tY(GUA)M1	1
snR75	9
YML096W	441
YML016C	1197
YML006C	557
YMR178W	611
YML109W	620
YML015C	451
YMR197C	505
YML014W	390
YML106W	2582
YML025C	813
tS(AGA)M	1
YMR172C-A	2
YMR193W	776
YML052W	2289
YML079W	421
YML101C-A	0
YML047C	0
YMR174C	48
YMR218C	564
YMR315W	1155
YMR001C	723
tV(AAC)M1	3
tE(UUC)M	0
YML121W	656
YMR085W	131
YMR105W-A	29
YMR122C	50
snR78	7
YMR217W	6843
tA(AGC)M2	0
YMR298W	535
YMR057C	1
YML042W	138
YMR320W	33
YMR287C	634
YMR289W	534
YML048W	2415
YMR250W	179
YMR230W-A	11
YMR124W	596
YMR311C	1364
snR77	20
YMR322C	19
YML119W	267
YML043C	382
YML046W	590
YML004C	1554
YMR071C	749
YMR229C	4586
YMR063W	133
YMR301C	1077
YMR276W	2048
YMR002W	2742
YML081C-A	760
YML019W	634
YMR176W	856
YMR158W-B	0
YML108W	279
YMR198W	366
YML094W	119
YMR006C	864
YML003W	70
YML057C-A	0
YML009C-A	45
tQ(CUG)M	0
YML093W	1921
YMR116C	21226
YMR196W	530
YML053C	344
YMR151W	12
YML009C	441
YMR070W	781
YMR219W	795
YML037C	107
YMR280C	157
YMR170C	163
YMR123W	751
YML012C-A	2
YMR019W	850
YMR206W	26
YMR165C	555
YMR010W	686
YMR184W	246
YML126C	5129
YMR244W	28
YMR279C	100
YMR316C-B	4
YMR107W	47
YML054C-A	11
YMR043W	640
tA(AGC)M1	2
YMR270C	349
YMR175W	16
YML009W-B	0
YMR035W	209
YMR108W	6817
YML002W	390
YML111W	698
YMR278W	293
YMR185W	585
YMR304C-A	63
YML084W	0
YMR258C	504
YMR023C	190
YMR291W	262
YMR041C	305
YMR029C	715
YMR092C	1637
YMR138W	125
YMR122W-A	4928
YMR053C	108
YMR220W	1441
YMR087W	150
YML031W	1033
YML118W	74
YML120C	1760
YMR078C	605
tL(CAA)M	3
YMR042W	236
YMR251W	45
YMR223W	356
YML007C-A	8
YMR256C	1005
YMR214W	1097
tP(UGG)M	1
YMR055C	125
YML117W	1440
YMR271C	79
snR24	78
YMR226C	2505
YML110C	1748
YML047W-A	1
YML007W	1977
YMR190C	619
YMR225C	436
YMR264W	963
YMR037C	805
YML024W	11312
YML083C	59
YMR182W-A	15
YMR030W	123
YMR187C	174
YMR238W	1184
YML061C	825
YMR130W	677
YMR005W	1021
YMR054W	1940
YMR209C	574
YML102W	453
YMR194W	2014
YMR252C	141
YMR164C	273
YMR074C	900
YML065W	901
YMR243C	2733
snR85	20
YMR145C	5399
YML071C	593
YMR015C	4966
YML070W	1200
YMR125W	2264
YMR325W	6
YMR141W-A	152
YML072C	4343
YML105C	897
YMR119W-A	73
YMR069W	73
YMR293C	339
YML124C	1903
YMR090W	213
YML029W	575
YMR171C	631
YMR102C	458
YMR188C	1035
YMR269W	292
YMR128W	932
YMR039C	1069
YMR230W	6593
YMR267W	534
YMR247C	1228
YMR152W	545
YMR251W-A	3724
YMR146C	2983
YMR228W	377
YMR032W	496
YMR013C-A	0
YMR001C-A	52
YMR031W-A	4
YMR153W	516
YMR056C	122
YMR282C	746
YMR234W	353
YMR323W	18
YMR062C	2967
YMR247W-A	0
YMR038C	1114
YMR049C	1867
YMR272W-B	3
YMR147W	222
YML067C	829
tK(CUU)M	1
tR(UCU)M1	2
YML107C	223
snR54	30
YMR231W	654
YMR081C	64
YML051W	469
YMR314W	2292
YMR113W	377
YML031C-A	2
YMR263W	226
YML034W	918
YMR131C	2589
YMR310C	459
YMR034C	94
YML103C	1792
YMR306W	225
YMR169C	139
YMR186W	25456
YML059C	1283
YML086C	1387
YMR013C	342
YMR127C	307
YMR153C-A	17
YMR212C	1306
YMR296C	1747
YMR101C	18
YMR166C	438
YMR061W	1020
YMR288W	416
YMR265C	274
YML116W	3715
YML130C	1674
YMR273C	491
YMR292W	385
YMR137C	198
YMR013W-A	0
YML076C	496
YMR082C	4
tR(UCU)M2	2
YMR022W	484
YML062C	536
YMR086C-A	51
YML035C	939
YMR173W	196
YMR194C-A	27
YMR093W	916
YML036W	371
YMR307W	12217
YML116W-A	15
YMR021C	311
YMR135C	604
YMR121C	401
YMR129W	1714
YML066C	70
YMR045C	111
YMR050C	136
YML045W	173
YML040W	0
YML045W-A	0
YMR046C	0
YMR051C	0
YML039W	80
YBR225W	291
YBR182C-A	13
YBL055C	594
YBR293W	390
YBR223W-A	0
YBR115C	7311
YBR031W	9532
YBL108C-A	0
YBR116C	1
YBR241C	223
YBR182C	87
YBR134W	6
YBL037W	589
YBR019C	117
YBR022W	363
YBR121C-A	0
YBR119W	331
YBL022C	4076
snR161	9
YBR243C	694
YBR234C	1406
YBR179C	801
YBR247C	1208
YBR124W	0
YBL086C	354
YBL065W	0
YBR227C	1008
YBR218C	4044
YBR244W	199
YBR160W	604
YBL080C	385
YBR083W	766
YBR294W	2862
tI(AAU)B	0
YBR091C	282
YBR284W	115
YBR158W	1764
YBR111W-A	350
YBL071C	87
YBR126W-B	6
YBR229C	894
YBR042C	705
YBR150C	417
YBR298C	446
YBR143C	4323
YBR014C	606
tS(AGA)B	0
YBR259W	345
YBR060C	562
YBR180W	49
YBL034C	592
YBR212W	789
YBR071W	683
YBL074C	120
YBL107C	630
YBR097W	410
YBR136W	411
YBR039W	2965
YBL089W	360
YBL067C	698
YBR270C	138
YBR087W	568
YBR121C	5661
YBR026C	275
YBR197C	304
YBR027C	14
YBR177C	1858
YBR176W	372
YBR230W-A	140
YBR090C	9
YBL071C-B	3
YBR064W	2
YBR044C	685
YBL068W	511
YBR216C	626
YBR271W	326
YBR084W	4250
YBR065C	285
YBR245C	964
YBR085W	92
YBR059C	993
YBR068C	398
YBR285W	32
YBR041W	1215
YBR252W	702
YBL082C	407
YBL002W	7283
YBL098W	2257
YBR117C	143
YBR214W	345
YBR169C	329
YBR207W	1109
YBR155W	742
YBL106C	456
YBR237W	615
YBR193C	191
YBR149W	1209
YBR013C	50
YBL063W	608
YBL029C-A	150
YBR147W	355
YBR246W	546
YBR002C	532
YBR023C	2133
YBL088C	883
YBL064C	509
YBL007C	2047
tL(UAA)B2	2
YBL093C	410
YBL091C	1441
YBR142W	1188
YBR047W	62
YBR238C	317
YBR067C	209
YBR010W	7480
YBL054W	570
YBR209W	49
YBL060W	386
YBR089W	1
YBR025C	6387
YBR040W	2
YBR230C	351
YBL027W	12478
YBL100C	242
YBR261C	605
YBR034C	1435
YBR101C	1299
YBL010C	307
YBR053C	376
YBL059C-A	498
YBR255C-A	227
YBL042C	996
YBL039C	2874
YBR217W	143
YBR200W-A	3
YBL003C	5349
YBR069C	136
YBR056W-A	10
YBR009C	6869
YBL038W	809
YBR056C-B	0
YBR081C	1158
YBR007C	412
YBR146W	1465
YBR171W	941
YBL028C	878
YBR135W	375
YBR264C	147
YBR043C	696
YBL059W	170
YBR131W	272
YBR233W-A	318
YBR092C	124
YBR126C	1716
YBR057C	462
YBR086C	2397
YBR174C	1
snR56	3
YBR281C	976
YBL103C	516
tG(GCC)B	0
YBR159W	2125
YBR118W	18194
YBL004W	2432
YBR163W	476
YBL013W	96
YBL112C	0
YBR231C	354
YBL066C	546
YBR008C	346
YBL015W	1278
YBR038W	1205
YBL018C	571
YBR253W	219
YBL068W-A	0
YBR058C	873
YBL084C	396
YBR224W	0
YBR077C	374
YBL087C	5019
YBR098W	222
YBR239C	197
YBR168W	269
YBL046W	496
YBR003W	851
YBR215W	476
LSR1	195
YBL025W	188
YBR105C	361
YBR200W	679
YBR190W	2
YBR248C	2868
YBR145W	691
YBL047C	2829
YBR099C	0
YBL014C	608
YBR062C	436
YBL092W	17599
YBR240C	57
YBR251W	520
YBR199W	1947
YBR128C	86
YBR139W	567
YBL070C	1
YBR054W	456
YBL039W-B	68
YBR072W	301
YBR111C	715
YBL001C	892
YBR110W	821
YBL111C	28
YBL036C	860
tR(UCU)B	0
YBL094C	1
YBR033W	231
YBL073W	30
YBR096W	811
YBL053W	2
YBR030W	398
YBL076C	7250
YBR256C	1405
YBR162W-A	1098
YBL077W	3
YBR156C	368
YBL012C	11
YBL008W-A	4
YBR297W	478
YBR189W	17494
YBL096C	21
YBR011C	7763
YBL041W	1541
YBL081W	438
YBR089C-A	244
YBR103C-A	0
YBR296C	293
YBL040C	1333
YBR165W	371
YBL026W	645
YBR082C	2538
YBR280C	262
YBR061C	491
YBL016W	608
YBR175W	358
YBR029C	2256
YBL057C	695
YBR298C-A	2
YBR192W	674
tQ(UUG)B	1
YBR302C	22
YBR254C	307
YBR204C	356
YBR220C	548
YBR222C	549
YBR290W	797
YBR162C	6455
YBR167C	148
YBL033C	483
YBR228W	216
YBR263W	2168
YBR250W	39
YBR272C	505
YBR120C	338
YBR084C-A	9410
YBL062W	0
YBR301W	6
YBR076W	24
YBR210W	387
YBR106W	7136
YBR005W	302
YBR153W	280
YBR132C	207
YBR166C	770
YBR221W-A	0
YBR131C-A	0
YBR161W	382
YBR109C	1647
YBR255W	395
YBR205W	1035
YBR296C-A	2
YBL043W	163
YBR130C	797
YBR206W	26
YBR122C	1187
YBR295W	454
YBR004C	527
YBR202W	937
YBR001C	310
YBL113C	419
YBR288C	567
YBR282W	503
YBL072C	9547
YBR103W	594
YBR107C	283
YBL024W	1631
YBR012C	103
YBR188C	182
YBL075C	431
YBR102C	657
YBR006W	415
YBL051C	1099
YBR196C	12790
YBL031W	182
YBR141W-A	0
YBL006W-A	0
YBL100W-C	22
YBR236C	866
YBR276C	1296
YBR036C	2409
YBR045C	148
YBR291C	2414
YBR137W	421
YBR079C	4190
YBR017C	1377
YBL044W	8
YBL023C	593
YBR127C	4377
YBR152W	204
YBR035C	1402
YBR289W	479
YBL017C	2975
YBR157C	260
YBL104C	610
YBL109W	3
tL(UAA)B1	0
YBR072C-A	2
YBR300C	0
YBR195C	311
YBR233W	214
YBR262C	458
YBR020W	72
YBR085C-A	1127
YBR123C	481
YBR221C	3790
YBL029W	235
YBL045C	4743
YBR191W-A	15
YBR154C	1595
YBR278W	130
YBR273C	684
YBR032W	15
YBR048W	8558
YBR104W	1241
YBL079W	2039
YBR265W	626
YBR249C	4365
YBR203W	232
YBR184W	114
YBR170C	754
YBR173C	1079
YBR133C	940
YBR275C	1337
YBL108W	1
YBL113W-A	0
YBL085W	1309
YBL052C	653
YBL009W	769
YBR283C	4118
YBR094W	693
YBR258C	111
YBR201W	205
YBR070C	414
tE(UUC)B	0
YBR198C	1180
YBL056W	2248
YBL099W	6145
YBR257W	213
YBR126W-A	11
YBR242W	547
YBL008W	548
YBR181C	11799
tC(GCA)B	0
YBR052C	731
YBR093C	35
YBR049C	1386
YBR056W	556
YBL030C	9780
tT(AGU)B	0
YBR141C	175
YBR226C	7
YBL005W	314
YBR151W	1242
YBR144C	5
YBR178W	2
YBR138C	203
YBL090W	753
YBL105C	1201
YBL102W	664
YBL011W	1228
YBR095C	404
YBR196C-B	21
YBL048W	45
YBR066C	338
YBR292C	19
YBR018C	27
YBR194W	118
YBR076C-A	104
YBR108W	445
YBR046C	180
YBR235W	797
YBR274W	383
YBL006C	307
YBR186W	95
YBR277C	0
YBR185C	525
YBL078C	172
YBR037C	462
YBR015C	1745
YBR016W	462
YBL107W-A	2
YBL071W-A	188
YBR269C	325
YBR266C	0
YBR055C	658
YBR088C	113
tV(UAC)B	0
YBL019W	263
YBR112C	1522
YBR164C	1025
YBR148W	88
YBL020W	715
YBR208C	864
tD(GUC)B	0
YBR172C	1328
YBL097W	462
YBR050C	42
YBR183W	232
YBR213W	691
YBR113W	55
YBL091C-A	139
YBR196C-A	16
YBR286W	4419
YBR268W	451
YBR058C-A	1120
YBR287W	1352
YBL083C	0
YBL061C	859
YBR267W	446
YBR114W	364
YBL032W	1009
YBR219C	4
tF(GAA)B	0
YBR299W	65
YBR191W	10404
YBR125C	630
YBL069W	224
YBR223C	156
YBR074W	1340
YBR201C-A	27
YBR187W	1805
YBL021C	319
YBL049W	75
YBL035C	524
YBL095W	130
YBR073W	1534
YBR109W-A	16
YBR260C	540
YBR279W	1292
YBR211C	303
YBR078W	11796
YBR063C	213
YBR028C	680
YBL039C-A	0
YBR129C	525
YBL050W	902
YBR051W	4
YBR080C	1165
YBL058W	1708
YBL101C	792
YBR140C	1645
YBR021W	728
YBR232C	15
YBR024W	197
YBL005W-B	67
YBL100W-A	0
YBR012W-B	17
YBR012W-A	0
YBL005W-A	0
YBL100W-B	241
YNR017W	1249
YNL105W	0
YNR069C	114
YNL306W	1212
YNL288W	824
YNL191W	472
YNL150W	24
YNL097C	244
tN(GUU)N1	8
YNL137C	1772
YNL331C	198
YNL030W	7237
YNL297C	1130
YNL102W	1191
YNR026C	482
YNL152W	372
YNL140C	0
YNL099C	612
YNL182C	811
YNL180C	1453
YNR001C	4560
YNL091W	1662
YNL157W	527
YNL315C	1008
YNL221C	1469
YNR052C	854
YNL061W	2473
YNL284C	1293
YNR040W	355
YNL246W	703
YNL097W-A	0
YNL121C	3320
snR191	23
YNL043C	52
YNR055C	870
YNL039W	855
YNR036C	1530
YNL304W	186
YNL119W	335
YNL034W	18
YNL187W	153
YNL310C	312
YNL277W	2061
YNL126W	552
tL(UAA)N	0
YNL210W	66
YNR041C	353
YNL193W	346
YNL301C	3041
YNL263C	910
YNL059C	1153
YNL028W	2
YNL044W	769
YNL026W	789
YNL067W	9152
YNL205C	1
YNL104C	5466
YNL169C	1226
YNL268W	2467
YNL162W	8986
YNL257C	999
YNL229C	933
YNL042W-B	6
YNL248C	2199
YNR045W	353
YNR051C	2106
YNL190W	2419
YNL194C	121
YNL080C	551
YNR005C	0
YNR064C	43
YNL145W	2262
YNR068C	94
YNL323W	966
YNL003C	468
YNL199C	834
YNL048W	864
YNL072W	250
YNL224C	467
YNL067W-A	5
YNR032W	425
YNL206C	783
YNR062C	87
YNL203C	10
YNL273W	577
tI(AAU)N1	0
YNL213C	395
YNL055C	5228
YNL170W	24
YNR013C	1392
YNL269W	2
YNR020C	393
YNL041C	712
YNL234W	109
YNL165W	248
YNL116W	501
YNL008C	810
YNL309W	253
YNR015W	490
YNR075W	293
YNL025C	199
YNL058C	264
YNL313C	1238
YNL122C	335
YNL094W	927
YNL001W	564
YNL317W	269
YNL035C	528
YNL007C	2642
YNL162W-A	95
YNR039C	453
YNL103W-A	145
tL(CAA)N	1
YNL052W	2309
YNL120C	0
YNL002C	2110
YNL311C	579
YNR007C	272
YNL291C	631
YNL195C	54
YNL087W	3526
tF(GAA)N	2
YNL217W	828
YNL029C	421
YNR028W	538
YNL009W	98
YNL024C-A	680
YNL334C	42
YNL319W	9
YNL295W	440
tN(GUU)N2	0
YNL192W	3466
YNL149C	131
YNL071W	3132
YNL089C	19
YNL308C	2173
YNL239W	1220
YNL275W	253
YNR071C	0
YNL226W	2
YNL040W	761
YNL117W	61
YNL050C	389
YNL086W	106
YNL017C	4
YNR070W	0
YNR067C	1782
YNL305C	497
YNL015W	426
YNL146C-A	36
YNL063W	209
YNL294C	685
YNR046W	518
YNL167C	639
YNL280C	1661
YNR002C	155
YNL036W	2026
YNL075W	831
YNR058W	194
YNL054W	711
YNR006W	454
YNR042W	0
YNL261W	431
YNL188W	502
YNL146W	86
YNL228W	0
YNL211C	95
YNR021W	2876
YNL201C	618
YNR033W	857
YNR034W	244
YNL272C	1031
YNL245C	170
YNR074C	0
YNL123W	1524
YNR016C	13276
YNL223W	155
YNR032C-A	214
YNL133C	152
YNL178W	23280
YNL065W	516
YNR043W	2612
YNL021W	625
YNL124W	616
YNL312W	705
YNL143C	48
YNL251C	858
snR40	10
YNL299W	559
snR19	75
YNR049C	309
YNL163C	1000
YNR073C	11
YNL127W	626
YNL118C	1668
tT(AGU)N2	0
YNL189W	1942
YNL290W	814
YNR025C	23
YNL250W	442
YNL314W	169
YNL227C	286
YNL218W	350
YNL004W	1546
YNR023W	486
YNL092W	77
YNL324W	1
YNL233W	628
YNL155W	1371
YNL020C	486
YNL076W	535
YNL200C	152
YNL177C	1315
YNL077W	387
YNL293W	393
YNL098C	1967
YNR004W	98
YNL049C	814
YNR019W	3151
YNL031C	9639
YNL019C	16
YNL214W	123
YNL006W	616
YNR030W	1060
YNL038W	475
YNL090W	202
YNL151C	772
YNL254C	273
YNR008W	952
YNR038W	633
YNR003W-A	0
YNL307C	1991
YNL131W	1660
YNL265C	197
YNL175C	672
YNL042W	229
YNL022C	656
YNL056W	485
YNL011C	247
YNL329C	746
YNL074C	798
YNL093W	29
YNR047W	388
YNL183C	1158
YNL057W	1
YNL238W	1174
YNL154C	1938
YNL267W	1224
tP(UGG)N2	5
YNL014W	96
NME1	39
YNL078W	471
YNL209W	15773
YNL253W	360
YNL173C	850
YNL066W	1881
YNL321W	987
YNR054C	441
YNR072W	0
YNR076W	0
YNR031C	967
YNL110C	943
YNL232W	685
YNL262W	1119
YNL142W	1911
YNL129W	350
YNR014W	133
YNL005C	1716
YNL174W	0
YNL335W	17
YNL240C	495
YNL318C	0
YNL256W	1499
YNL012W	174
YNR029C	534
YNL130C-A	26
YNL107W	238
YNR065C	662
YNL332W	17
YNL023C	873
YNR056C	138
YNL186W	1694
YNL153C	843
YNL130C	2591
YNL088W	1671
YNL216W	1145
YNL276C	10
YNL108C	140
YNL252C	872
YNL181W	730
YNL197C	1196
YNL064C	5766
YNL202W	45
YNL283C	1224
YNL147W	507
YNL286W	306
YNL337W	0
YNL322C	1106
YNL158W	349
YNL168C	523
YNL259C	836
YNR022C	672
YNR077C	0
YNL068C	701
tI(AAU)N2	0
YNL037C	3102
YNL085W	1780
YNL051W	416
YNL148C	188
YNR075C-A	19
YNL255C	2696
YNL070W	605
tD(GUC)N	13
tT(AGU)N1	5
YNL271C	1443
YNL198C	24
YNR018W	782
YNL327W	4041
YNL236W	476
YNR001W-A	2
YNL053W	438
YNL281W	1814
YNL279W	146
YNL156C	1241
YNL260C	171
YNL222W	324
YNL235C	1
YNR059W	284
YNR044W	399
YNL225C	482
YNL215W	723
YNL326C	296
YNL100W	904
YNR009W	323
YNR066C	205
YNL339W-A	0
snR66	31
YNL266W	4
YNL292W	563
YNL242W	396
YNR057C	210
tG(UCC)N	0
YNL067W-B	0
YNL166C	1087
YNL111C	2335
YNL069C	12378
YNL277W-A	23
YNL128W	65
YNL300W	672
YNL179C	96
YNR050C	9987
snR49	81
YNL138W	1790
YNR048W	279
YNL302C	12444
YNL045W	582
YNL125C	327
YNL207W	706
YNR011C	440
YNL241C	5075
YNL112W	2856
YNL249C	252
YNL270C	11
YNL115C	640
YNL073W	806
YNL082W	456
YNL097C-B	107
YNR034W-A	59
YNL296W	0
YNL138W-A	131
YNL196C	60
YNL109W	4
YNL101W	1335
YNR012W	677
YNL114C	1
YNL237W	235
YNL084C	1192
YNL289W	691
YNL171C	0
YNL208W	2168
YNL010W	1697
YNL134C	1915
YNR053C	2465
tP(AGG)N	1
YNL231C	1914
YNL230C	270
YNL339W-B	0
YNL258C	967
YNL328C	57
YNL081C	798
YNR037C	399
YNR063W	95
YNL339C	5
YNR060W	198
YNL287W	2690
YNL095C	435
YNL096C	5653
YNL282W	216
YNL047C	468
YNL139C	702
tP(UGG)N1	1
YNL298W	742
YNL113W	158
YNR003C	424
YNL316C	378
YNL016W	2801
YNL330C	1184
YNR010W	122
YNL172W	537
YNL132W	1765
YNR027W	324
YNL083W	423
YNL013C	0
YNL164C	375
YNL274C	287
YNL176C	804
YNR061C	551
YNL303W	100
YNR035C	1928
YNL160W	334
YNR024W	101
YNL024C	80
YNL018C	8
YNL033W	9
YNL141W	1353
YNL320W	414
YNL204C	54
YNL106C	358
YNL338W	0
YNL161W	1130
YNL247W	2760
YNL285W	13
YNL062C	761
YNL325C	278
YNL046W	252
YNL032W	507
YNL135C	2495
YNL212W	1129
YNL243W	2106
YNL103W	1065
YNL144W-A	0
YNL333W	67
YNL027W	579
YNL278W	451
YNL144C	152
YNL159C	313
YNL220W	8209
YNL184C	0
YNL336W	400
YNL264C	362
YNL136W	634
YNL185C	353
YNL219C	1019
YNL079C	4110
YNL244C	2999
YNL054W-B	1096
YNL284C-B	554
YNL284C-A	0
YNL054W-A	0
YJL160C	30
YJL204C	264
YJR105W	5608
YJR129C	148
YJL139C	402
YJL062W-A	459
YJL110C	553
YJR088C	452
YJL213W	738
YJR046W	715
YJL020C	1577
YJL187C	902
YJR131W	420
YJL133W	435
YJL086C	1
YJR053W	215
YJR044C	837
YJR100C	519
YJR012C	123
YJR067C	233
YJR146W	28
YJR140W-A	0
YJR130C	756
YJR069C	811
tV(AAC)J	4
YJR120W	547
YJL186W	1335
YJL008C	2376
YJL061W	1088
YJR085C	693
YJR040W	695
YJL189W	31
YJR039W	220
YJL202C	14
YJL009W	25
YJR005W	795
YJL006C	186
YJR150C	2
YJR098C	249
YJL103C	255
YJL156C	693
YJL185C	95
YJL135W	5
YJR138W	600
YJL108C	423
YJR037W	6
YJR079W	24
YJR049C	467
YJR008W	220
YJR023C	0
YJR002W	1635
YJR145C	16197
YJR048W	5227
YJR009C	40777
YJL222W-A	0
YJL173C	561
YJR014W	884
YJR135W-A	522
YJR045C	10661
YJL176C	813
YJL193W	425
YJR128W	30
YJL159W	4654
YJL030W	366
YJL047C	288
YJL194W	184
YJL195C	0
YJR108W	25
YJL199C	60
YJL216C	86
YJL011C	392
YJR060W	410
YJR119C	197
YJR092W	1309
YJL051W	592
YJR071W	2
YJR115W	53
YJL010C	684
YJL084C	420
YJR030C	530
YJL119C	2
YJL221C	0
YJR140C	577
YJR161C	205
YJL136C	6801
tR(ACG)J	0
YJL146W	349
YJL060W	2259
tW(CCA)J	0
YJL117W	1207
YJL149W	400
YJR063W	479
YJL067W	18
YJL164C	205
YJL223C	0
YJL079C	724
snR3	36
YJL156W-A	94
YJL106W	68
YJL171C	1183
YJL058C	195
tL(UAG)J	0
YJL132W	108
YJL172W	1160
YJR114W	6
YJL093C	629
YJL163C	171
YJR153W	109
YJL179W	391
YJR080C	645
YJL037W	24
YJL104W	910
YJL050W	2154
YJL002C	3096
YJR084W	432
YJL220W	0
YJR034W	257
YJR019C	178
YJR093C	333
YJL201W	528
